"discessum","depart","Accusative supine","in order to depart secretly",726
"discessum","go away","Accusative supine","in order to go away faster",726
"disciplina","discipline","Nominative singular","Discipline keeps order",982
"disciplina","instruction","Nominative singular","Instruction is given daily",982
"disciplina","learning","Nominative singular","Learning shapes our minds",982
"disciplina","training","Nominative singular","We adhere to strict training",982
"disciplinae","discipline","Genitive singular","The rules of discipline guide us",982
"disciplinae","instruction","Genitive singular","The value of instruction is high",982
"disciplinae","learning","Genitive singular","The scope of learning is vast",982
"disciplinae","training","Genitive singular","The essence of training is important",982
"disco","learn","Present indicative first-person singular","I learn something new daily",465
"distuli","defer","Perfect active first-person singular","I deferred the vote",880
"distuli","differ","Perfect active first-person singular","I differed with them before",880
"distuli","divulge","Perfect active first-person singular","I divulged the story",880
"distuli","publish","Perfect active first-person singular","I published the data already",880
"distuli","scatter","Perfect active first-person singular","I scattered them in the wind",880
"ditis","rich (poet.)","Alternate genitive form","Legends speak of the ditis king",564
"diu","for a long time","Adverb","He waited for a long time",361
"diva","a goddess","Feminine nominative singular (substantive)","They revered her as a goddess",962
"diva","divine","Feminine nominative singular","She appears with divine radiance",962
"diva","godlike","Feminine nominative singular","She possesses a godlike grace",962
"diversa","different","Feminine nominative singular","She chose a different path",641
"diversa","diverse","Feminine nominative singular","She embraces diverse ideas",641
"diversum","different","Neuter nominative singular","This method is different",641
"diversum","diverse","Neuter nominative singular","The world is diverse",641
"diversus","different","Masculine nominative singular","He has a different opinion",641
"diversus","diverse","Masculine nominative singular","He thrives in a diverse environment",641
"dives","rich","Masculine/feminine nominative singular","He is rich in resources",564
"dividere","divide","Present active infinitive","to divide the land",628
"dividere","separate","Present active infinitive","to separate the sections",628
"divido","divide","Present indicative first-person singular","I divide the tasks equally",628
"divido","separate","Present indicative first-person singular","I separate truth from rumor",628
"divisi","divide","Perfect active first-person singular","I divided the inheritance",628
"divisi","separate","Perfect active first-person singular","I separated the items carefully",628
"divisum","divide","Accusative supine","in order to divide the workload",628
"divisum","separate","Accusative supine","in order to separate them systematically",628
"divitiae","riches","Nominative plural","Riches filled the treasury",712
"divitiae","wealth","Nominative plural","Wealth often brings power",712
"divitiarum","riches","Genitive plural","The source of the riches was unknown",712
"divitiarum","wealth","Genitive plural","The accumulation of wealth took years",712
"divitis","rich","Genitive singular","The fortune of the rich man is immense",564
"divum","divine","Neuter nominative singular","That sign is divine in origin",962
"divum","godlike","Neuter nominative singular","This phenomenon seems godlike",962
"divus","a god","Masculine nominative singular (substantive)","He is worshipped as a god",962
